id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,postcode,rich,borough
16595,BRICK HAVEN ~ Loft ~ Full Floor ~ Double Exposure,64522,Daniel,"Brooklyn, New York, United States",40.70933,-73.96792,Entire home/apt,300.0,1,182,10/16/2020,1.49,1,365,11211,0,Brooklyn
16821,Large Room in Amazing East Village Apt,4396,Casey,"New York, United States",40.72298,-73.98474,Private room,79.0,1,119,8/23/2020,1.19,2,365,10009,0,Manhattan
16974,SpaHa Loft: Enormous and Bright,65837,Robin,,40.80164,-73.93922,Entire home/apt,200.0,4,212,3/7/2020,1.61,1,204,10035,0,Manhattan
17037,Lovely EV Artist's Home,66035,Anna,"New York, United States",40.72162,-73.98008,Entire home/apt,250.0,30,53,3/18/2020,0.41,1,177,10009,0,Manhattan
17747,BLUE TRIM GUEST HOUSE,68599,George,"Brooklyn, New York, United States",40.68346,-73.96374,Private room,95.0,150,128,3/8/2020,0.99,1,0,11238,0,Brooklyn
18195,King of Queens w/ Private Bathroom,70091,Justin,,40.7459,-73.90764,Private room,70.0,30,22,5/16/2020,0.17,2,333,11377,0,Queens
18198,Little King of Queens,70091,Justin,"Queens, New York, United States",40.75038,-73.90334,Private room,55.0,30,28,9/19/2020,0.22,2,44,11377,0,Queens
18728,Beautiful Meatpacking District Loft!,71876,DAVID And RICK,"New York, United States",40.74246,-74.00196,Private room,150.0,4,184,3/9/2020,1.57,1,351,10011,0,Manhattan
19159,Spacious luminous apt Upper West NYC,73051,Sybilla,"New York, United States",40.82915,-73.95136,Entire home/apt,110.0,31,58,9/1/2020,0.46,1,186,10031,0,Manhattan
20717,Room in Brownstone B/Q feet away,78353,Guillaume,"Brooklyn, New York, United States",40.67832,-73.97243,Private room,85.0,1,44,10/25/2020,0.51,3,352,11217,0,Brooklyn
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",51038,Erica,,40.68634,-73.966,Private room,98.0,7,19,4/25/2020,0.2,5,333,11238,0,Brooklyn
21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,"New York, United States",40.74008,-74.00271,Private room,85.0,7,36,1/19/2020,0.28,2,364,100014,0,Manhattan
23135,House On Henry (3rd FLR Suite),11481,Annette,,40.67967,-74.00154,Entire home/apt,125.0,2,259,2/3/2020,2.03,3,355,11231,0,Brooklyn
25235,Large 2 Bedroom Great for Groups!,87773,Shelly,"Brooklyn, New York, United States",40.68373,-73.92377,Entire home/apt,110.0,5,170,2/29/2020,1.33,2,342,11233,0,Brooklyn
25696,"1,800 sq foot in luxury building",107628,Dena,"New York, United States",40.8104,-73.94309,Private room,100.0,1,190,1/1/2020,1.56,1,364,10027,0,Manhattan
26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,,40.75527,-73.99291,Private room,76.0,2,374,2/27/2020,2.93,1,346,10018,1,Manhattan
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,Erica,"Brooklyn, New York, United States",40.68698,-73.96572,Private room,98.0,2,29,1/2/2020,0.26,5,343,11238,0,Brooklyn
26785,Park Slope Green Guest House,42273,Dani,"Brooklyn, New York, United States",40.66853,-73.98912,Entire home/apt,120.0,30,471,10/19/2020,3.72,2,257,11215,0,Brooklyn
26969,2 story family home in Williamsburg,115307,Alexandra,,40.71942,-73.95748,Entire home/apt,200.0,30,342,1/3/2020,2.77,1,112,11249,0,Brooklyn
27759,apartment next to Central park,119900,Sylvie & Tim,,40.77842,-73.97556,Entire home/apt,170.0,7,20,1/2/2020,0.16,1,260,10023,0,Manhattan
29013,B & B Room 1,35935,Angela,"Brooklyn, New York, United States",40.68332,-73.9547,Private room,70.0,30,64,1/30/2020,0.51,3,126,11216,0,Brooklyn
29628,Sunny Room in New Condo,127608,Chris,"Brooklyn, New York, United States",40.68414,-73.96351,Private room,89.0,3,282,10/13/2020,2.22,1,364,11238,0,Brooklyn
29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,"New York, United States",40.72392,-73.99143,Entire home/apt,132.0,5,109,10/17/2020,0.86,1,318,10013,1,Manhattan
30031,NYC artists’ loft with roof deck,129352,Sol,"Brooklyn, New York, United States",40.73494,-73.9503,Private room,51.0,3,196,2/12/2020,1.64,1,0,11222,0,Brooklyn
31130,Most Central Location!,117287,Lara,"New York, United States",40.76921,-73.98328,Private room,99.0,1,66,6/2/2020,0.52,3,365,10023,0,Manhattan
31555,Luminous Beautiful West Village Studio,135619,Tom,"New York, United States",40.73442,-74.00303,Entire home/apt,81.0,30,30,9/5/2020,0.25,1,0,10014,0,Manhattan
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,"Brooklyn, New York, United States",40.68818,-73.96383,Private room,80.0,2,468,9/27/2020,3.72,2,361,11238,0,Brooklyn
32023,Flat Macdonough,137974,Khem,"Brooklyn, New York, United States",40.68296,-73.93662,Entire home/apt,125.0,3,263,3/16/2020,2.11,2,152,11233,0,Brooklyn
32037,Huge Private  Floor at The Waverly,116599,Sahr,"Brooklyn, New York, United States",40.68513,-73.96648,Private room,139.0,4,92,2/9/2020,0.74,3,365,11238,0,Brooklyn
32041,Large SoHo Apartment. 950 sqft,138073,Gaspard,,40.72718,-74.00244,Entire home/apt,300.0,6,9,8/22/2020,0.07,1,79,10012,0,Manhattan
32965,FLAT MACDONOUGH GARDEN,137974,Khem,,40.68281,-73.93524,Entire home/apt,115.0,3,141,2/17/2020,1.6,2,126,11233,0,Brooklyn
33009,Retreat in Williamsburg,143027,Ming,,40.71492,-73.95935,Entire home/apt,195.0,4,253,10/10/2020,2.01,1,321,11211,0,Brooklyn
33156,"Sunny, Clean Zen Home w pr.Bath",128669,Alex,"New York, United States",40.78849,-73.96883,Entire home/apt,150.0,120,20,10/14/2020,0.17,1,365,10024,1,Manhattan
35526,Quiet Room in Sun Filled Classic West Village Apt,120291,Karen,"New York, United States",40.73474,-74.00101,Private room,156.0,4,85,3/21/2020,0.69,1,364,10014,0,Manhattan
36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,"New York, United States",40.73226,-74.00401,Entire home/apt,200.0,30,136,3/5/2020,1.09,1,362,10014,0,Manhattan
39267,CENTRAL PARK LOFT all for YOU,168417,Marie,,40.77456,-73.95323,Entire home/apt,99.0,1,264,10/4/2020,2.49,2,314,10028,1,Manhattan
39282,“Work-from-home” from OUR home.,168525,Gus,"Brooklyn, New York, United States",40.71088,-73.95055,Private room,52.0,4,221,10/31/2020,1.77,1,40,11206,0,Brooklyn
42729,House On Henry (2nd FLR Suite),11481,Annette,,40.67854,-74.00284,Entire home/apt,125.0,2,169,1/1/2020,1.37,3,365,112321,0,Brooklyn
43726,"Apartment in Tribeca, NYC Panoramic VIEWS~",191091,Ev,,40.71915,-74.01017,Entire home/apt,250.0,3,12,10/19/2020,0.96,1,160,10013,1,Manhattan
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,,40.69098,-73.97113,Private room,110.0,2,231,2/11/2020,1.88,2,359,11238,0,Brooklyn
44288,CO-VID IMMUNE! Entire studio in West Village,193637,Sara,"New York, United States",40.73756,-74.00405,Entire home/apt,177.0,3,90,6/15/2020,0.73,1,302,10014,0,Manhattan
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,"Brooklyn, New York, United States",40.68834,-73.97578,Private room,65.0,2,252,10/10/2020,2.04,2,180,11217,0,Brooklyn
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,,40.8063,-73.95985,Private room,75.0,31,129,3/4/2020,1.08,1,365,10025,0,Manhattan
46544,Park Slope haven 15 mins from Soho,8198,Monica,,40.67994,-73.97863,Entire home/apt,150.0,4,58,3/18/2020,0.48,1,186,11217,0,Brooklyn
50447,"Lovely Apt & Garden;  Legal; Amenities, Spotless",9744,Laurie,"Brooklyn, New York, United States",40.66932,-73.98982,Entire home/apt,130.0,4,175,10/19/2020,1.44,3,338,11215,0,Brooklyn
54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,"Brooklyn, New York, United States",40.6787,-73.97262,Private room,50.0,2,100,10/1/2020,9.62,3,0,11217,0,Brooklyn
54544,City Room - Private Penthouse Apt.,256161,Wayne,"New York, United States",40.81035,-73.94598,Entire home/apt,161.0,1,122,1/3/2020,1.02,5,365,10027,0,Manhattan
54860,Great apartment with private bathroom and entrance,258164,Jenny,,40.79958,-73.94275,Private room,100.0,5,228,3/20/2020,1.87,1,365,10035,0,Manhattan
56859,City Room - Private & Comfy Bedroom,256161,Wayne,,40.81219,-73.94499,Private room,78.0,1,208,5/28/2020,1.73,5,356,10027,0,Manhattan
57166,Elegant NYC Pad,272006,Vasili,"Astoria, New York, United States",40.77185,-73.90502,Entire home/apt,149.0,3,39,9/30/2020,0.32,1,216,11105,0,Queens
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,,40.68926,-73.99386,Entire home/apt,162.0,3,241,10/12/2020,2.0,1,50,11201,0,Brooklyn
57618,"Great new apt, close to everything",274557,Ana,,40.7672,-73.98508,Entire home/apt,250.0,3,108,10/6/2020,0.94,1,361,10019,0,Manhattan
57754,Stylish Large SPARKLING Gramercy Loft!,275578,R,"New York, United States",40.7403,-73.98498,Entire home/apt,250.0,2,124,10/29/2020,1.08,1,338,10010,0,Manhattan
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,"New York, United States",40.80931,-73.94343,Entire home/apt,157.0,3,264,10/26/2020,2.17,2,351,10027,0,Manhattan
58059,PRIVATE Room on Historic Sugar Hill,277379,Agnes,"New York, United States",40.8251,-73.94287,Private room,45.0,1,516,10/15/2020,4.45,2,317,10031,0,Manhattan
58062,South Slope Green,277394,Linda,"Brooklyn, New York, United States",40.65912,-73.9842,Private room,139.0,2,25,2/16/2020,0.26,1,365,11215,0,Brooklyn
58467,"17 Flr. Manhattan Views, Nr. Subway",279797,Dave,"New York, United States",40.76193,-73.9501,Private room,99.0,7,22,4/5/2020,0.3,1,57,10044,0,Manhattan
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,"New York, United States",40.72052,-73.98589,Entire home/apt,150.0,3,57,2/18/2020,0.48,1,323,10002,0,Manhattan
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,Ricardo & Ashlie,"New York, United States",40.71756,-73.99503,Entire home/apt,160.0,7,22,9/26/2020,0.19,2,155,10002,0,Manhattan
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,"New York, United States",40.71947,-74.00372,Entire home/apt,500.0,4,106,1/2/2020,0.95,1,99,10013,1,Manhattan
60611,SpaHa Studio Monthly Rental,292204,Blanca,"New York, United States",40.79163,-73.94573,Entire home/apt,100.0,30,189,10/31/2020,1.63,4,337,10029,0,Manhattan
60666,City Room - Private Luxury Suite,256161,Wayne,,40.8118,-73.94434,Private room,110.0,1,215,2/17/2020,1.8,5,364,10027,0,Manhattan
60680,"Sunny, Comfy, Spacious & Colorful in East Village",292630,Mich,"New York, United States",40.72654,-73.98049,Entire home/apt,103.0,2,159,10/18/2020,1.32,1,346,10009,0,Manhattan
62430,BROWNSTONE SUNDRENCHED BEAUTY,197755,Sheila,"Brooklyn, New York, United States",40.688,-73.9171,Entire home/apt,72.0,7,129,2/7/2020,1.89,1,31,11221,0,Brooklyn
62452,A SpeciaL!! Private Room in NY,303939,Lissette,"Staten Island, New York, United States",40.63536,-74.08537,Private room,38.0,2,213,4/25/2020,1.77,5,363,10301,0,Staten Island
62461,B NYC Staten Alternative...,303939,Lissette,"Staten Island, New York, United States",40.63627,-74.08543,Private room,38.0,2,171,8/6/2020,1.45,5,352,10301,0,Staten Island
62787,C Private Room By The Ferry,303939,Lissette,,40.63518,-74.08546,Private room,38.0,2,202,9/7/2020,1.69,5,354,10301,0,Staten Island
62891,Smallest House In The Village,306545,Olivia,,40.72477,-73.98161,Entire home/apt,140.0,3,198,8/19/2020,1.65,2,216,10009,0,Manhattan
62925,Beautiful Landmarked Duplex,306739,Maya,,40.72945,-73.95511,Entire home/apt,285.0,3,130,9/25/2020,1.1,3,351,11222,0,Brooklyn
63320,D Private Che@p Room 2 Explore NYC,303939,Lissette,,40.63692,-74.08591,Private room,38.0,2,250,8/2/2020,7.62,5,362,10301,0,Staten Island
63360,Safe and near subway& Manhattan NY NY retro style,307962,Dennis & Naoko,"Queens, New York, United States",40.75384,-73.91433,Entire home/apt,99.0,4,480,3/21/2020,4.2,1,365,11103,0,Queens
63610,DOMINIQUE'S NY mini efficiency pad* SANITIZED* wow,310670,Vie,"Bronx, New York, United States",40.881,-73.83511,Entire home/apt,92.0,2,44,6/28/2020,0.48,11,364,10475,0,The Bronx
63693,Cottage in the Village,306545,Olivia,,40.72185,-73.98246,Entire home/apt,200.0,5,153,1/3/2020,1.28,2,33,10009,0,Manhattan
64107,BROOKLYN  STUDIO APARTMENT,313317,Niya,,40.6778,-73.94339,Private room,100.0,3,308,1/3/2020,2.57,1,299,11216,0,Brooklyn
64314,cozy bedroom in lovely garden apt,314256,Debbie,,40.6761,-73.9529,Private room,75.0,6,50,2/22/2020,1.72,1,0,11216,0,Brooklyn
64837,ENJOY Downtown NYC!!,46978,Edward,"New York, United States",40.72321,-73.98157,Private room,40.0,1,215,1/19/2020,1.8,2,31,10009,0,Manhattan
65200,10 min from Manhattan!,318729,Michel,,40.68027,-73.94433,Private room,36.0,30,80,2/8/2020,0.81,1,0,11216,0,Brooklyn
65615,Farmhouse Apartment in Williamsburg,320761,Valerie,"Brooklyn, New York, United States",40.71069,-73.95175,Entire home/apt,110.0,10,56,9/5/2020,0.47,1,301,11211,0,Brooklyn
65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,"Brooklyn, New York, United States",40.70863,-73.94641,Entire home/apt,95.0,30,158,10/6/2020,1.32,1,151,11206,0,Brooklyn
65981,Lovely Manhattan Studio for Long Term Stays Only!,322729,Holly,,40.77032,-73.95008,Entire home/apt,99.0,31,64,6/20/2020,0.54,1,308,10075,1,Manhattan
66008,CHARMING CARROLL GARDENS APT.,322884,Melissa,,40.67819,-73.99266,Entire home/apt,190.0,3,68,3/22/2020,0.64,1,306,11231,0,Brooklyn
66251,East Village Loft with Piano & Patio,324460,Samir,,40.72681,-73.98534,Entire home/apt,220.0,3,96,10/10/2020,1.43,1,59,10009,0,Manhattan
66275,Lower East Side Magic Apartment,314941,Tony,"New York, United States",40.72078,-73.99418,Entire home/apt,110.0,1,144,8/22/2020,1.26,3,354,10012,0,Manhattan
66718,West Harlem Home Base - Eco-Apt.,136227,Henning,"New York, United States",40.81322,-73.95306,Entire home/apt,108.0,6,211,11/1/2020,1.81,1,215,10027,0,Manhattan
66741,Charming Garden Apt in Park Slope,327673,Stefano,"Brooklyn, New York, United States",40.67732,-73.98225,Entire home/apt,150.0,2,250,3/16/2020,2.1,2,69,11215,0,Brooklyn
66974,"Lovely, Modern, Garden Apartment",329436,Jana,"Brooklyn, New York, United States",40.68076,-73.9896,Entire home/apt,175.0,2,96,10/17/2020,0.93,2,273,11231,0,Brooklyn
67288,Central Park 1BR sunny condo,101597,Per,"New York, United States",40.79544,-73.94836,Entire home/apt,102.0,28,31,10/11/2020,0.31,1,364,10029,0,Manhattan
67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,"Brooklyn, New York, United States",40.71492,-73.96282,Entire home/apt,69.0,30,63,9/17/2020,0.54,1,40,11249,0,Brooklyn
68735,Prewar Penthouse w Private Terrace,342054,Violetta,,40.78971,-73.9729,Entire home/apt,199.0,11,33,3/16/2020,0.3,1,362,10024,1,Manhattan
68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,Jenna,"Brooklyn, New York, United States",40.67817,-73.99495,Entire home/apt,250.0,4,138,8/30/2020,1.45,4,275,11231,0,Brooklyn
68974,Unique spacious loft on the Bowery,281229,Alicia,"New York, United States",40.71943,-73.99627,Entire home/apt,611.0,2,216,9/1/2020,1.83,1,351,10013,1,Manhattan
69894,"Nice renovated apt, prime location!",352168,Silvia,"New York, United States",40.78,-73.98249,Entire home/apt,150.0,30,51,10/6/2020,0.49,1,41,10023,0,Manhattan
71248,Bright and lovely 1 bdrm apt in LES,363834,Jennifer,"New York, United States",40.71659,-73.98945,Entire home/apt,120.0,25,50,10/23/2020,0.43,2,31,10002,0,Manhattan
71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,"New York, United States",40.72966,-74.00243,Entire home/apt,200.0,30,42,4/2/2020,0.4,1,325,10014,0,Manhattan
71812,Condo Apartment with Laundry and Assigned Parking,369015,Thai,,40.87207,-73.90193,Entire home/apt,90.0,30,8,7/16/2020,0.29,2,349,10468,0,The Bronx
73246,Cozy private room near Columbia U.,368364,Andre,,40.80375,-73.96609,Private room,62.0,2,3,3/12/2020,0.29,1,0,10025,0,Manhattan
74073,Food & Music Dream Apartment in Williamsburg,211877,Daniel,"Brooklyn, New York, United States",40.71113,-73.96054,Entire home/apt,110.0,30,91,9/29/2020,0.8,1,308,11211,0,Brooklyn
74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,"New York, United States",40.80892,-73.93985,Entire home/apt,63.0,28,36,7/21/2020,0.32,3,347,10035,0,Manhattan
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,,40.77635,-73.93426,Entire home/apt,119.0,2,226,8/23/2020,1.98,1,306,11102,0,Queens
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,,40.71876,-73.98394,Entire home/apt,150.0,3,321,3/14/2020,2.72,1,349,10002,0,Manhattan
76761,"Sun-Filled, Warm, and Spacious 2-BR w/WFH Nook",118971,Evelyn,"Brooklyn, New York, United States",40.66552,-73.99019,Entire home/apt,177.0,7,435,9/17/2020,3.74,2,16,11215,0,Brooklyn
80493,Cozy room in East Village with AC,434987,Jennifer,"New York, United States",40.72182,-73.98568,Private room,55.0,2,200,8/8/2020,1.73,1,0,10002,0,Manhattan
80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,,40.67542,-73.98142,Entire home/apt,69.0,30,37,2/18/2020,0.45,2,0,11215,0,Brooklyn
82550,Columbia Castle 2 BR,448312,Christopher,"Brooklyn, New York, United States",40.69441,-73.99771,Entire home/apt,200.0,3,96,10/15/2020,0.87,2,149,11201,0,Brooklyn
82638,"Charming Artist's Flat, East Village",449787,Sarah,"New York, United States",40.72399,-73.98374,Entire home/apt,89.0,5,266,9/7/2020,2.29,1,337,10009,0,Manhattan
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,"Brooklyn, New York, United States",40.6824,-73.94615,Entire home/apt,150.0,3,71,1/3/2020,1.2,1,0,11216,0,Brooklyn
83243,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,,40.68949,-73.91708,Entire home/apt,75.0,14,250,2/9/2020,2.14,1,364,11221,0,Brooklyn
83847,East Village Designer's 1-BR APT,410094,Yvette,"New York, United States",40.72451,-73.98094,Entire home/apt,232.0,30,44,3/8/2020,0.38,1,31,10009,0,Manhattan
86215,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,"New York, United States",40.71965,-73.98766,Entire home/apt,216.0,2,166,3/6/2020,1.43,2,180,10002,0,Manhattan
87279,A Cozy Uptown Private Bedroom,478136,K-Best,"New York, United States",40.80922,-73.94037,Private room,70.0,1,136,3/1/2020,1.17,1,364,10027,0,Manhattan
89621,ENTIRE APT SLEEP 4,209460,Marylyn Palmer,"Brooklyn, New York, United States",40.68048,-73.94911,Entire home/apt,150.0,2,238,1/19/2020,2.12,2,349,11216,0,Brooklyn
93313,MAISON DES SIRENES 2,25183,Nathalie,,40.68314,-73.93963,Entire home/apt,120.0,2,102,9/20/2020,0.88,2,357,11216,0,Brooklyn
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,"Queens, New York, United States",40.75961,-73.91117,Private room,76.0,1,51,1/1/2020,1.0,2,365,11103,0,Queens
94477,The Vernon On Greene,478395,Jason,"Brooklyn, New York, United States",40.69305,-73.93185,Entire home/apt,127.0,2,400,3/15/2020,3.56,1,63,11221,0,Brooklyn
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,"Brooklyn, New York, United States",40.67174,-73.95663,Entire home/apt,120.0,6,113,10/18/2020,0.97,1,365,11216,0,Brooklyn
99085,Sunny Bklyn Jewel  Fort Greene NOV  - DEC 2020,522164,Wanda,"Brooklyn, New York, United States",40.68795,-73.97332,Entire home/apt,123.0,30,18,9/30/2020,0.16,1,315,11217,0,Brooklyn
100002,"MANHATTAN Cozy, Neat, Nice, Bright ROOM",523218,Giorgio,"New York, United States",40.85295,-73.93361,Private room,49.0,30,151,2/18/2020,1.31,1,70,10033,0,Manhattan
100184,Bienvenue,526653,Ludovic      (Dodo),,40.72413,-73.76133,Private room,50.0,1,47,1/2/2020,0.42,1,88,11427,0,Queens
100186,Large Brand New Park Slope 1BR,526805,Mi,,40.66918,-73.99187,Entire home/apt,130.0,20,103,10/26/2020,0.9,1,86,11215,0,Brooklyn
100368,Greenwich Village Brownstone -- Huge Private Deck,526105,Scott,"New York, United States",40.74056,-74.00143,Entire home/apt,196.0,30,33,10/16/2020,0.29,1,319,10011,0,Manhattan
101053,Colorful Artistic Williamsburg Apt,530032,Lee And Tara,"Brooklyn, New York, United States",40.71125,-73.95613,Entire home/apt,120.0,2,37,1/21/2020,0.32,1,0,11211,0,Brooklyn
105469,The Ocean Palace #2,547386,Michelle,"Rockaway Beach, New York, United States",40.58615,-73.81245,Private room,70.0,2,16,6/28/2020,0.14,2,248,11693,0,Rockaway Beach
105510,Private 1-Bedroom Apt in Townhouse,322716,Alex,,40.67086,-73.94872,Entire home/apt,68.0,30,18,5/2/2020,0.16,1,217,11216,0,Brooklyn
105790,Holiday special near Columbia Univ!,548817,Armand,"New York, United States",40.82123,-73.95424,Private room,80.0,4,150,3/12/2020,7.41,1,0,10031,0,Manhattan
106363,Bright Room With A Great River View,551055,Alicia,"New York, United States",40.82773,-73.95231,Private room,75.0,5,417,3/15/2020,3.62,1,340,10031,0,Manhattan
106647,Tree lined block modern apartment,552679,Olivia,"Brooklyn, New York, United States",40.68505,-73.95684,Entire home/apt,125.0,6,98,10/23/2020,0.85,1,284,11238,0,Brooklyn
107630,Sweet Historic Greenpoint Duplex,306739,Maya,,40.72911,-73.95493,Entire home/apt,175.0,3,274,9/19/2020,2.4,3,348,11222,0,Brooklyn
107895,Riverside Charm with Fire Place,3088389,Kai,,40.77944,-73.98567,Entire home/apt,100.0,7,59,2/8/2020,0.57,1,283,10023,0,Manhattan
110739,Central Nomad/Chelsea Loft Studio - metro dnstairs,568568,Driss,"New York, United States",40.74503,-73.98876,Entire home/apt,105.0,14,60,10/3/2020,0.54,1,302,10001,0,Manhattan
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,,40.69088,-73.97307,Private room,95.0,2,177,2/16/2020,1.55,2,365,11205,0,Brooklyn
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,,40.67555,-73.95057,Private room,55.0,2,270,2/16/2020,2.36,2,364,11216,0,Brooklyn
114123,Large Park Slope Townhouse Duplex,579495,Susi,"Brooklyn, New York, United States",40.66527,-73.9886,Entire home/apt,259.0,30,34,1/11/2020,0.31,1,186,11215,0,Brooklyn
114229,Work from Home - 2 Bedroom Soho / LES Apt,314941,Tony,"New York, United States",40.71895,-73.99434,Entire home/apt,65.0,1,77,9/11/2020,0.75,3,365,10002,0,Manhattan
